source,target,type,weight
"Kim, Page and Rose",Margaret Zhang,Company Contacts,1
Norwegian Salmon AG Brothers,Jennifer Harper,Beneficial Owner,1
Norwegian Salmon AG Brothers,Alison Lucas,Company Contacts,1
Mar de la Vida SRL,Brian Ruiz,Company Contacts,1
Playa del Mar AS,Marie Evans,Company Contacts,1
Chhattisgarh   Ltd. Liability Co,Dustin Campbell,Beneficial Owner,1
Chhattisgarh   Ltd. Liability Co,Justin Santana,Beneficial Owner,1
Chhattisgarh   Ltd. Liability Co,Jessica Schwartz,Beneficial Owner,1
Chhattisgarh   Ltd. Liability Co,Mark Weaver,Beneficial Owner,1
Chhattisgarh   Ltd. Liability Co,Patrick Anderson,Company Contacts,1
Kambala S.A. de C.V.,Scott Rose,Beneficial Owner,1
Kambala S.A. de C.V.,Michael Clark,Company Contacts,1
Black Sea Anchovy Kga Line,Jason Becker,Company Contacts,1
Suarez Ltd,Lindsay Davis,Company Contacts,1
"White, Schroeder and King",Abigail Fleming,Beneficial Owner,1
Hunter-Whitehead,Martin Torres,Beneficial Owner,1
Harris and Sons,Rodney Jones,Company Contacts,1
Balkan Pike Ltd. Corporation,Elijah Knight,Beneficial Owner,1
Balkan Pike Ltd. Corporation,Steven Cox,Beneficial Owner,1
Balkan Pike Ltd. Corporation,Jeffrey King,Company Contacts,1
Niger Delta   Cruise ship,Sheila Gonzales MD,Beneficial Owner,1
Niger Delta   Cruise ship,Tammy Mueller,Company Contacts,1
Jammu AS Marine life,Mrs. Emily Alexander,Beneficial Owner,1
Jammu AS Marine life,Aimee Nelson,Company Contacts,1
Zambezi Valley  S.p.A. Seagrass,Amy Hughes,Beneficial Owner,1
Zambezi Valley  S.p.A. Seagrass,Taylor Snyder,Beneficial Owner,1
Zambezi Valley  S.p.A. Seagrass,Richard Serrano,Company Contacts,1
Matthews-Holmes,Sherri Mckay,Beneficial Owner,1
"Fisher, Jones and Banks",Angela Bates,Beneficial Owner,1
"Petty, Jimenez and Young",Eric Barron,Company Contacts,1
Atlas Mountains  Corp Dredge,Angela Willis,Beneficial Owner,1
Atlas Mountains  Corp Dredge,Rebecca Montgomery,Beneficial Owner,1
Atlas Mountains  Corp Dredge,Adam Lawrence,Company Contacts,1
"Tucker, Lee and Harris",Susan Rodriguez,Beneficial Owner,1
Barr-Fitzgerald,April Thompson,Beneficial Owner,1
Torres-Harvey,Daniel Smith,Beneficial Owner,1
"Morales, Sanders and Garcia",Alexandra Hansen,Beneficial Owner,1
Brown-King,Robert Daniels,Beneficial Owner,1
Harrington-Ramos,Curtis Alexander,Beneficial Owner,1
Townsend Group,Johnathan Hayes,Beneficial Owner,1
Martinez-Whitaker,Michelle Mitchell,Company Contacts,1
Richard GmbH & Co. KG,Sarah Reed,Beneficial Owner,1
Richard GmbH & Co. KG,William Norris,Beneficial Owner,1
Richard GmbH & Co. KG,David Reeves,Beneficial Owner,1
Richard GmbH & Co. KG,Daniel Higgins,Company Contacts,1
Marine Magic Oyj Sashimi,Christine Richards,Company Contacts,1
"Chavez, Smith and Rios",Kim Garcia,Beneficial Owner,1
Iphimedeia S.A. de C.V.,Alyssa Kelly,Company Contacts,1
"Williams, Grant and Maldonado",Duane Stewart,Beneficial Owner,1
Richmond-Hall,Gary Baker,Beneficial Owner,1
Arias-Carey,Tasha Mullins,Beneficial Owner,1
"Conner, White and Brown",Katie Patterson,Company Contacts,1
Tyler-Keller,Frederick Cole,Beneficial Owner,1
"Andrews, Finley and Mcdaniel",Mark Miller,Beneficial Owner,1
Hatfield and Sons,Melissa Cook,Beneficial Owner,1
Welch PLC,Michelle Smith,Company Contacts,1
Telangana  Ltd. Liability Co Holdings,Miranda Humphrey,Beneficial Owner,1
Telangana  Ltd. Liability Co Holdings,Daniel Knight,Company Contacts,1
"Butler, Lee and Haley",Richard Silva,Beneficial Owner,1
"Adams, Clark and Martinez",Daniel Watkins,Beneficial Owner,1
"Austin, Davis and Roberts",Gary Gray,Company Contacts,1
Robinson-Parker,Adam Buchanan,Beneficial Owner,1
Ramirez-Guerrero,Heather Harrison,Beneficial Owner,1
"Reyes, Smith and Bennett",Joshua Mcdonald,Company Contacts,1
Lake Mweru  Sagl Marine ecology,Jessica Clay,Company Contacts,2
Zambezi Rapids  Leska Sp Distribution,Courtney Bridges,Company Contacts,1
Andersen and Sons,Jennifer Hernandez,Beneficial Owner,1
Nguyen and Sons,Matthew Lyons,Beneficial Owner,1
Rowe Inc,Matthew Morris,Company Contacts,1
Clark PLC,Amanda Gonzalez,Company Contacts,1
Aqua Advancements AB Line,Calvin Carr,Company Contacts,1
Ancla del Este LC,George Powers,Company Contacts,1
Diao yu bi sai  SRL,Warren Murphy,Beneficial Owner,1
Diao yu bi sai  SRL,Zachary Palmer,Company Contacts,1
North Atlantic  Marine ecology,Paul Adkins,Company Contacts,1
Oceanic Odyssey Corporation Export,James Lopez,Beneficial Owner,1
Oceanic Odyssey Corporation Export,Matthew Crawford,Beneficial Owner,1
Oceanic Odyssey Corporation Export,Nicholas Drake,Company Contacts,1
Himachal Pradesh   GmbH Bonito,Tracy Hernandez,Company Contacts,1
Estrella de la Costa Limited Liability Company,Melissa Gordon,Company Contacts,1
Miller Ltd,James Pham,Beneficial Owner,1
"Perez, Manning and Sanders",Joseph Rodgers,Beneficial Owner,1
"Cabrera, Yates and Jackson",Peter Warren,Company Contacts,1
Mar Azul Sp Pelican,Brian Lozano,Beneficial Owner,2
Ayala-Yang,Jimmy Gonzalez,Company Contacts,1
Mcintyre LLC,Mrs. Kaitlyn Nixon,Beneficial Owner,1
Smith Inc,Ashley Pacheco,Beneficial Owner,1
Long-Alvarez,Kaylee Gilmore,Company Contacts,1
"Henry, Sanchez and Brown",Sydney Harmon,Beneficial Owner,1
Evans and Sons,Deborah Lucas,Company Contacts,1
Costa del Mar AS,Lindsey Melton,Beneficial Owner,1
Costa del Mar AS,Grant Hoffman,Company Contacts,1
Marlin Masters GmbH & Co. KG -,Andrew Bennett,Beneficial Owner,1
Marlin Masters GmbH & Co. KG -,Diane Fuller,Beneficial Owner,1
Marlin Masters GmbH & Co. KG -,Melanie Eaton,Company Contacts,1
Irish Scallop Incorporated Forwading,Jonathan Garza,Beneficial Owner,1
Irish Scallop Incorporated Forwading,Robert Cobb,Company Contacts,1
Cape of Good Hope   Starfish SE Import,Jonathan Garcia,Company Contacts,1
Noble and Sons,Audrey Ellis,Beneficial Owner,1
Thompson Inc,Kevin Saunders,Company Contacts,1
Delgado-Glenn,Aaron Reilly,Beneficial Owner,1
Bautista-Savage,Elizabeth Jennings,Beneficial Owner,1
Maddox-Mills,Kyle Wilson,Company Contacts,1
Sea Breeze GmbH & Co. KG Distribution,Chloe Cohen,Beneficial Owner,1
Sea Breeze GmbH & Co. KG Distribution,Jesse Gilbert,Beneficial Owner,1
Sea Breeze GmbH & Co. KG Distribution,Anthony Moore,Company Contacts,1
Dolphin Dreams Cod S.A. de C.V. Carriers,Jim Kidd,Company Contacts,1
Playa de la Luna Carriers Seafarer,Robert Taylor,Beneficial Owner,1
Playa de la Luna Carriers Seafarer,Tina Morgan,Beneficial Owner,1
Playa de la Luna Carriers Seafarer,David Johnson,Beneficial Owner,1
Playa de la Luna Carriers Seafarer,Kaitlyn Morton,Company Contacts,1
"Stafford, Hernandez and Holmes",Joseph Walker,Beneficial Owner,1
Ferguson-Turner,Eric Ryan,Beneficial Owner,1
Simpson-Thomas,Michael Cummings,Beneficial Owner,1
Blake Group,Amy Lynch,Company Contacts,1
Orange River Mouth   BV Enterprises,Elizabeth Nguyen,Company Contacts,1
Bahía del Este Ges.m.b.H.,Keith James PhD,Beneficial Owner,1
Bahía del Este Ges.m.b.H.,William Dunn,Beneficial Owner,1
Bahía del Este Ges.m.b.H.,Michael Taylor,Company Contacts,1
Náutica del Norte AG,Nancy Franklin,Beneficial Owner,1
Náutica del Norte AG,Erin Knight,Company Contacts,1
Gonzalez-Benson,Larry Taylor,Beneficial Owner,1
Salazar-Colon,Lynn Robertson,Company Contacts,1
Bay of Bengal's GmbH & Co. KG,Leslie Shepherd,Company Contacts,1
Gulf of Guinea   LLC,Ebony Thomas,Company Contacts,1
Shou gan  Ltd. Liability Co Breakwater,Melissa Pennington,Company Contacts,1
Náutica del Norte A/S Express,Melissa Pennington,Company Contacts,1
Brown PLC,Joseph Martin,Beneficial Owner,1
"Holmes, Watkins and Barnett",Lynn Butler,Beneficial Owner,1
"Hernandez, Rivera and Frederick",Linda Schneider,Beneficial Owner,1
Cortez-Johnson,Lisa Morton,Beneficial Owner,1
"Howell, Delgado and White",Brandy Martinez,Beneficial Owner,1
Martin-Perkins,Abigail Bradford,Beneficial Owner,1
"Fowler, Massey and Estes",Amber Garcia,Beneficial Owner,1
"Clark, Bailey and Hansen",Brian Robertson,Beneficial Owner,1
"Richardson, Martinez and Turner",Sara Clark,Beneficial Owner,1
"Brown, Pittman and Johnson",Cristina Nelson,Beneficial Owner,1
"Riggs, Robinson and Garcia",Amanda Shaw,Beneficial Owner,1
Velazquez Inc,Robert Vasquez,Beneficial Owner,1
Crawford-Cox,Pamela Graham,Company Contacts,1
Walker LLC,Ronald Avila,Beneficial Owner,1
"Savage, Davis and Lewis",Kimberly Ross,Beneficial Owner,1
"Shaffer, Mendoza and Gonzalez",Melissa Brady,Beneficial Owner,1
"Kim, Delgado and Martinez",Christina Anderson,Beneficial Owner,1
"Allen, Luna and White",Tina Vega,Company Contacts,1
OceanSavor Ltd. Liability Co Transport,Laura Thompson,Company Contacts,1
Baltic Catch Ltd Line,Chelsea Lopez,Beneficial Owner,1
Baltic Catch Ltd Line,Vickie Jones,Beneficial Owner,1
Baltic Catch Ltd Line,Kimberly Rodriguez,Company Contacts,1
Henties Bay  United Captain,Jessica Paul,Company Contacts,2
Cape of Good Hope   AS,Jessica Paul,Company Contacts,1
Marine Mavericks Kga Eel,Kimberly Robinson,Company Contacts,1
PacificPlates Limited Liability Company,Kimberly Robinson,Company Contacts,2
CoralCove Captain AG Overseas,Kimberly Robinson,Company Contacts,1
Diao yu bi sai  Sagl,Brian Alexander,Beneficial Owner,1
Diao yu bi sai  Sagl,Marissa Ruiz,Beneficial Owner,1
Diao yu bi sai  Sagl,William Singh,Beneficial Owner,1
Diao yu bi sai  Sagl,Lauren Matthews,Beneficial Owner,1
Diao yu bi sai  Sagl,John Davis,Beneficial Owner,1
Diao yu bi sai  Sagl,Dr. Christy Hester,Company Contacts,1
"Morris, Smith and Fox",Tara Reid,Beneficial Owner,1
Jensen-Marks,Jill Mcneil,Beneficial Owner,1
Torres-Anderson,Sheila Church,Company Contacts,1
Love and Sons,Tonya Parker,Beneficial Owner,1
Terrell Inc,Robert Shelton,Beneficial Owner,1
Brown and Sons,Nathaniel Mcgee,Beneficial Owner,1
Phillips-Nixon,Craig Lyons MD,Company Contacts,1
"Sharp, Hughes and Moses",Brandon Lewis,Company Contacts,1
Diao er  GmbH & Co. KG Marine conservation,Cathy Johnson,Company Contacts,1
Jammu Sextant AG Investment,Cathy Johnson,Company Contacts,1
Matuku N.V. Marine biology,Brandon Osborne,Beneficial Owner,1
Matuku N.V. Marine biology,Jason Rodriguez,Beneficial Owner,1
Matuku N.V. Marine biology,Lauren Lowery,Company Contacts,1
Arena del Sol N.V.,Ebony Huff,Beneficial Owner,1
Arena del Sol N.V.,Brandon Eaton,Beneficial Owner,1
Arena del Sol N.V.,Caitlin Webster,Company Contacts,1
Mar de Coral S.p.A. River,Andrew Lopez,Company Contacts,1
Robinson Group,Jane Prince,Beneficial Owner,1
Lee Group,Kiara Griffith,Beneficial Owner,1
Patel-Avila,Cynthia Scott,Beneficial Owner,1
Bailey PLC,Denise Nguyen,Beneficial Owner,1
Cruz-Barry,Rita Brown,Beneficial Owner,1
"Meadows, Stark and Conner",Stacey Washington,Beneficial Owner,1
Rodriguez Inc,Vickie West,Beneficial Owner,1
Flores and Sons,Daisy Long,Beneficial Owner,1
Clark-Ramirez,Heather Stokes,Company Contacts,1
Mandalore Pic and Son's,Paul Steele,Company Contacts,1
CoralCove Foods A/S Hull,Krista Stewart,Company Contacts,1
Gvardeysk Tidepool AB Solutions,Douglas Rodriguez,Beneficial Owner,1
Gvardeysk Tidepool AB Solutions,Jonathan Green,Company Contacts,1
Scottish Herring CJSC International,Brian Cabrera,Beneficial Owner,1
Scottish Herring CJSC International,Matthew Burch,Beneficial Owner,1
Scottish Herring CJSC International,Jason Smith,Beneficial Owner,1
Scottish Herring CJSC International,Ryan Cortez,Beneficial Owner,1
Scottish Herring CJSC International,Robert Woods,Beneficial Owner,1
Scottish Herring CJSC International,Dana Odonnell,Beneficial Owner,1
Scottish Herring CJSC International,Tracy Taylor,Company Contacts,1
Friedman-Kennedy,Morgan Booth,Beneficial Owner,1
"Fitzgerald, Murillo and Mosley",Emily Lane,Company Contacts,1
Lake Turkana  LC Marine conservation,Samantha Smith,Company Contacts,1
Assam  Market Kga Marine ecology,Roger Lopez,Beneficial Owner,1
Assam  Market Kga Marine ecology,Tyler Diaz,Beneficial Owner,1
Assam  Market Kga Marine ecology,Daniel Parker,Beneficial Owner,1
Assam  Market Kga Marine ecology,Michael Chan,Beneficial Owner,1
Assam  Market Kga Marine ecology,Jonathan Carter,Beneficial Owner,1
Assam  Market Kga Marine ecology,Dominique Flores,Company Contacts,1
Balkan Cat Corporation Brothers,Amy Evans,Beneficial Owner,1
Balkan Cat Corporation Brothers,Samantha Knapp,Company Contacts,1
Maharashtra Sea  Plc Cargo,Raymond Fuentes,Beneficial Owner,1
Maharashtra Sea  Plc Cargo,Kyle Werner DDS,Beneficial Owner,1
Maharashtra Sea  Plc Cargo,Angela Boyd,Company Contacts,1
Kallianassa Fish  AG Solutions,Sarah Keller,Company Contacts,1
shí rén yú LC,Micheal Young,Beneficial Owner,1
shí rén yú LC,Kimberly Cooper,Beneficial Owner,1
shí rén yú LC,Ryan Johnson,Company Contacts,1
Marine Mermaids Marine sanctuary,Maria Brown,Beneficial Owner,1
Marine Mermaids Marine sanctuary,Michelle Rodriguez,Beneficial Owner,1
Marine Mermaids Marine sanctuary,Douglas Duran,Company Contacts,1
Maddox Ltd,Tyler Francis,Company Contacts,1
Ola de la Costa S.p.A.,Darrell King,Company Contacts,1
Obrien LLC,Aimee Rogers,Beneficial Owner,1
Salazar Inc,Steven Clay,Beneficial Owner,1
"Martin, Smith and Hoover",Mark Price,Beneficial Owner,1
Kidd-Hodge,Haley Sullivan,Beneficial Owner,1
"Nguyen, Franco and Gomez",Barbara Downs,Beneficial Owner,1
"Rhodes, Fisher and Thomas",Robert Reed,Beneficial Owner,1
Patterson and Sons,Linda Wright,Company Contacts,1
suō yú A/S Merchants,Jody Roman,Beneficial Owner,1
suō yú A/S Merchants,Tammy Fisher,Beneficial Owner,1
suō yú A/S Merchants,Melinda Peterson,Beneficial Owner,1
suō yú A/S Merchants,Hayden Mcdonald,Beneficial Owner,1
suō yú A/S Merchants,Jasmine Dunn,Company Contacts,1
Mar y Luna Flotsam,Thomas Williamson,Beneficial Owner,1
Mar y Luna Flotsam,Leslie Young,Beneficial Owner,1
Mar y Luna Flotsam,Carly Jones,Company Contacts,1
Gutierrez-Castro,Carlos Jones,Company Contacts,1
Lake Tanganyika  Inc Services,William Parker,Company Contacts,2
Burgess-Powell,Christina Ortega,Beneficial Owner,1
"Conley, Thomas and Davidson",Cynthia Cook,Beneficial Owner,1
Morrison PLC,Heather Le,Beneficial Owner,1
Hendrix-Rogers,James Johnston,Beneficial Owner,1
"Moore, Crawford and Mack",Anthony Miller,Beneficial Owner,1
Banks Ltd,Lisa Cruz,Beneficial Owner,1
Harrison and Sons,Kevin Butler,Company Contacts,1
Isla Azul Inc Holdings,Scott Smith,Company Contacts,1
"Gonzales, Perez and Hill",Jenny Thomas,Company Contacts,1
Andaman  GmbH & Co. KG Export,Laura Davis,Company Contacts,1
Playa de Oro Marine,Kathleen Thornton,Company Contacts,1
Lopez LLC,Scott Wolf,Beneficial Owner,1
"Jones, Cannon and Crawford",Justin Smith,Company Contacts,1
Freeman PLC,Jose Bryant,Company Contacts,1
Johnson-Thompson,Ashley Baker,Beneficial Owner,1
Carpenter LLC,Howard Webb DVM,Company Contacts,1
"Pham, David and Mills",Charles Stevenson,Beneficial Owner,1
"Walker, Nunez and Buchanan",Teresa Macias,Beneficial Owner,1
Holmes LLC,Duane Cunningham,Beneficial Owner,1
Sanders and Sons,Glenn Davis,Beneficial Owner,1
Hernandez Inc,Joshua Harper,Beneficial Owner,1
Hanson Inc,Evan Jordan,Beneficial Owner,1
Moore-Gonzalez,Howard Jefferson,Beneficial Owner,1
"Patterson, Flores and Smith",Amy Hernandez,Company Contacts,1
Surf's Up  Kga Marine,Christine Jones,Beneficial Owner,2
Surf's Up  Kga Marine,Jaime Flores,Beneficial Owner,2
Ocean Odyssey Pic Distribution,Mark Neal,Beneficial Owner,1
Ocean Odyssey Pic Distribution,John Adams,Beneficial Owner,1
Ocean Odyssey Pic Distribution,Christopher Shepherd,Beneficial Owner,1
Ocean Odyssey Pic Distribution,Marie Collins,Beneficial Owner,1
Ocean Odyssey Pic Distribution,Jamie Gill,Beneficial Owner,1
Ocean Odyssey Pic Distribution,Scott Grant,Beneficial Owner,1
Ocean Odyssey Pic Distribution,Jared Santos,Beneficial Owner,1
Ocean Odyssey Pic Distribution,Mario Montgomery,Beneficial Owner,1
Ocean Odyssey Pic Distribution,Jorge Hall,Beneficial Owner,1
Ocean Odyssey Pic Distribution,Thomas Johnson,Beneficial Owner,1
Ocean Odyssey Pic Distribution,Beverly Weaver,Beneficial Owner,1
Ocean Odyssey Pic Distribution,Thomas Madden,Beneficial Owner,1
Ocean Odyssey Pic Distribution,Kelly Jones,Beneficial Owner,1
Ocean Odyssey Pic Distribution,Gerald Krueger,Beneficial Owner,1
Ocean Odyssey Pic Distribution,Brian Baxter,Beneficial Owner,1
Ocean Odyssey Pic Distribution,Christina Allen,Beneficial Owner,1
Ocean Odyssey Pic Distribution,Kristopher Williams,Beneficial Owner,1
Ocean Odyssey Pic Distribution,Amy Lee,Beneficial Owner,1
Walsh-Winters,Karen Ortiz,Beneficial Owner,1
Zimmerman-Luna,Aaron Smith,Beneficial Owner,1
"Jones, Turner and Roberts",Briana Young,Beneficial Owner,1
Rios Ltd,Denise Jones,Company Contacts,1
Aqua Mermaid Pic Overseas,Joyce Burke,Beneficial Owner,1
Aqua Mermaid Pic Overseas,Sylvia Soto,Beneficial Owner,1
Aqua Mermaid Pic Overseas,Amy Mcclure,Beneficial Owner,1
Aqua Mermaid Pic Overseas,Larry Collins,Beneficial Owner,1
Maacama  S.p.A. Marine ecology,Dr. Thomas Anderson,Beneficial Owner,2
Maacama  S.p.A. Marine ecology,Jennifer Smith,Beneficial Owner,2
Maacama  S.p.A. Marine ecology,Kelly Barker,Beneficial Owner,2
Fisherman's Pride AS Export,Carol White,Beneficial Owner,1
Fisherman's Pride AS Export,Kristin Montgomery,Beneficial Owner,1
Playa Azul Trawler GmbH Line,Mr. Zachary Bates,Company Contacts,1
Atlantic Ocean Coast  NV,Laura Edwards,Beneficial Owner,1
Atlantic Ocean Coast  NV,Lindsey Flowers,Beneficial Owner,1
Atlantic Ocean Coast  NV,Amber Mendoza,Beneficial Owner,1
Atlantic Ocean Coast  NV,Rachel Castillo,Beneficial Owner,1
Atlantic Ocean Coast  NV,John Johnson,Beneficial Owner,1
Atlantic Ocean Coast  NV,Craig Brown,Beneficial Owner,1
Atlantic Ocean Coast  NV,Ruth Walker,Company Contacts,1
Tangier Coast  Sp United,Michael Gilbert,Beneficial Owner,1
Tangier Coast  Sp United,Shelby Burns,Company Contacts,1
"Acosta, Johnson and Ball",Andre Thomas,Beneficial Owner,1
"Lang, Gonzales and Bond",Bryan Watson,Beneficial Owner,1
Wilson Inc,Lori Bailey,Beneficial Owner,1
Rios-Martinez,Heather Owens,Beneficial Owner,1
Simpson and Sons,Lauren Marquez,Beneficial Owner,1
Johnson Inc,Richard Combs,Company Contacts,1
"Hill, Johnson and Hansen",Jeffrey Hayes,Beneficial Owner,1
"Perez, Ramsey and Smith",Karen Powell,Company Contacts,1
Jimenez Ltd,Hunter Collins,Beneficial Owner,1
"York, Bennett and Barnett",Carl Aguirre,Company Contacts,1
Ocean Outlaws Limited Liability Company,Billy Yang,Beneficial Owner,1
Ocean Outlaws Limited Liability Company,Sheila Clark,Beneficial Owner,1
Ocean Outlaws Limited Liability Company,Paula Duran,Beneficial Owner,1
Ocean Outlaws Limited Liability Company,Caleb Barber,Beneficial Owner,1
Ocean Outlaws Limited Liability Company,Katrina Ramirez,Company Contacts,1
Saltwater Sisters River Co Marine ecology,Nicholas Rhodes,Beneficial Owner,1
Saltwater Sisters River Co Marine ecology,Melissa Nichols,Beneficial Owner,1
Saltwater Sisters River Co Marine ecology,Lisa Morales,Beneficial Owner,1
Saltwater Sisters River Co Marine ecology,Laura Hines,Beneficial Owner,1
Saltwater Sisters River Co Marine ecology,Joshua Wilson,Beneficial Owner,1
Saltwater Sisters River Co Marine ecology,Justin Hernandez,Company Contacts,1
Viento y Mar NV Holdings,Emily Moore,Company Contacts,1
Mar del Este S.A. de C.V.,Nathaniel Blake,Beneficial Owner,1
Mar del Este S.A. de C.V.,Angela Carlson,Beneficial Owner,1
Mar del Este S.A. de C.V.,Lance Spencer,Company Contacts,1
Mediterranean s Oyj Logistics,Sarah Hogan,Company Contacts,1
Brown-Powell,Monique Mcintosh,Company Contacts,1
"Maxwell, Smith and Bishop",Jason Rios,Beneficial Owner,1
Taylor-Garcia,Jennifer Sanchez,Company Contacts,1
AS Limited Liability Company,John Flores,Company Contacts,1
Harris Inc,Ryan Perez,Beneficial Owner,1
Flores-Holden,Brittany Rogers,Company Contacts,1
Mar de la Aventura Kga,Juan Gallegos,Beneficial Owner,1
Mar de la Aventura Kga,Jacob Allen,Company Contacts,1
Clark Ltd,Daniel Ramirez,Company Contacts,1
Selous Game Reserve  GmbH Express,Carrie Patterson,Company Contacts,1
Agua Ltd. Liability Co,Dean Dodson,Beneficial Owner,1
Agua Ltd. Liability Co,Matthew Bennett,Beneficial Owner,1
Agua Ltd. Liability Co,Jack Bailey,Beneficial Owner,1
Agua Ltd. Liability Co,Tracy Harris,Beneficial Owner,1
Agua Ltd. Liability Co,Richard Freeman,Beneficial Owner,1
Agua Ltd. Liability Co,Pamela Marquez,Beneficial Owner,1
Agua Ltd. Liability Co,Alexandra Johnson,Beneficial Owner,1
Agua Ltd. Liability Co,Phillip Smith,Company Contacts,1
Coastal Castaway S.p.A. Freight,Jennifer Lewis,Company Contacts,1
Lake Nasser  Tom yum,Margaret Cameron,Company Contacts,1
"Bennett, Lewis and Frey",Meredith Phelps,Beneficial Owner,1
